,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
303,605,合租,顶秀金颐家园 3居室,2019-04-20,BJ2238970625307705344,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/a18f9309-1242-47e1-9260-57e8d8e5499b.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/b5d7c01d-9940-4a55-b6d1-eb01a78e4cf4.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/d9bdb8cf-7791-48c3-add7-32854cd1226f.780x439.jpg""]",2300,"[""在线签约"", ""公寓"", ""近地铁"", ""精装""]",3居室,24,南,,,1年,1年,9,23,暂无数据,民电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
室内装修精美，独立居住空间，采光好宽敞明亮。居家温馨，完全满足日常生活需求。
2、小区介绍：
顶秀金颐家园小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年，邻…",https://bj.zu.ke.com/zufang/BJ2238970625307705344.html?h=BJ2238970625307705344&t=default&click_position=1,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,95.83,京城联行 管家,0,0
304,607,整租,政馨园三区 1室1厅 5600元,2019-05-05,BJ2249728863066669056,https://ke-image.ljcdn.com/ehr-personnel/20180824110316833HV6UJR2D.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/1ff1086a-4dc0-49e4-b7fa-ca6743cf9e3f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/9244d2f4-afca-4add-96d1-94a455fa5f42.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/110000-inspection/bf097d92-f063-4aa8-a3f2-9725d746b9bb.jpg.780x439.jpg""]",5600,"[""近地铁"", ""精装"", ""新上""]",1室1厅1卫,66,北,,,360,720,低楼层,21,暂无数据,民电,2019-06-05,需提前预约,有,民水,有,1,1,1,1,1,1,1,0,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 196]]","[{""成交日期"":""2019-04-04"",""居室"":""1室1厅1卫"",""面积"":""64㎡"",""租赁方式"":""整租"",""出租价格"":""5100元\/月""},{""成交日期"":""2019-01-17"",""居室"":""2室1厅1卫"",""面积"":""66㎡"",""租赁方式"":""整租"",""出租价格"":""5300元\/月""},{""成交日期"":""2018-10-19"",""居室"":""1室1厅1卫"",""面积"":""56㎡"",""租赁方式"":""整租"",""出租价格"":""4900元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2249728863066669056.html?h=BJ2249728863066669056&t=default&click_position=5,北京,丰台,宋家庄,政馨园三区,https://bj.zu.ke.com/zufang/c1111027382726/,84.85,链家,0,1
305,609,合租,顶秀金颐家园 5居室,2019-04-09,BJ2230882230891454464,https://ke-image.ljcdn.com/rent-house-1/50e191bc20a397e496f8dd343dbca084.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/1fd6074b-dd45-43e8-8eea-34af7bf8cc1e.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/5560135e-c561-4009-b504-10793e30782f.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/7c179a4e-5113-40bb-9039-0ddcc23733a2.780x439.jpg""]",2500,"[""公寓"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",5居室,25,南,,,1年,1年,1,22,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
顶秀金颐家园小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2230882230891454464.html?h=BJ2230882230891454464&t=default&click_position=29,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,100.0,嘉旭公寓 管家,0,0
306,611,整租,3G木兰 1室0厅,2019-04-09,BJ2231094824415797248,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/06d6ae53-1805-4400-b422-07752449d2a6.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/c5162f86-edab-472d-8742-bbee993b85ae.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/69e45d82-0bf0-4d7e-a059-543867980da8.780x439.jpg""]",3200,"[""在线签约"", ""公寓"", ""近地铁"", ""精装""]",1室0厅1卫,35,南 西,,,1年以上,1年以上,1,8,暂无数据,暂无数据,随时入住,需提前预约,暂无数据,暂无数据,无,0,1,1,1,1,1,0,0,1,0,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 669]]","[{""成交日期"":""2016-06-25"",""居室"":""1室1厅1卫"",""面积"":""52㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""},{""成交日期"":""2016-06-21"",""居室"":""1室0厅1卫"",""面积"":""45㎡"",""租赁方式"":""整租"",""出租价格"":""3000元\/月""}]",两个窗户一个朝南一个朝东,https://bj.zu.ke.com/zufang/BJ2231094824415797248.html?h=BJ2231094824415797248&t=default&click_position=6,北京,丰台,宋家庄,3G木兰,https://bj.zu.ke.com/zufang/c1111027375561/,91.43,京城联行 管家,0,0
307,613,合租,顶秀金石家园 4居室,2019-04-15,BJ2235378874433683456,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/2e408220-0d87-4d4f-844c-bcfc88d480e5.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/30043e0c-a60b-4d92-af0b-e1c70c4db5fe.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/ce85867b-6955-44af-a3b7-6badc38fc084.780x439.jpg""]",2200,"[""在线签约"", ""近地铁"", ""精装"", ""随时看房""]",4居室,15,南,,,330,360,10,20,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1、房屋配置：空调 床 衣柜 桌子 椅子 热水器 冰箱 吸油烟机
2、小区介绍：宋家庄 高端小区 集中供暖 绿化好 安保好
3、交通状况： 顶秀金颐小区，交通方便。五号线，十号线，亦庄线三线交汇宋家庄站。公交车684路、524路、524路、17路、…",https://bj.zu.ke.com/zufang/BJ2235378874433683456.html?h=BJ2235378874433683456&t=default&click_position=21,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,146.67,,0,0
308,615,合租,顶秀金瑞家园 4居室,2019-04-08,BJ2230374721005305856,https://ke-image.ljcdn.com/rent-house-1/50e191bc20a397e496f8dd343dbca084.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/013cfba3-f861-4f5e-b3c2-f434f22a5f2e.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/31382e8d-9df1-44d2-b3ba-4258ce45e20b.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/cf6183f6-c2f6-41f4-8a36-bfb72d63783d.780x439.jpg""]",2100,"[""公寓"", ""随时看房""]",4居室,22,南,,,1年,1年,4,18,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,0,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2230374721005305856.html?h=BJ2230374721005305856&t=default&click_position=20,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,95.45,嘉旭公寓 管家,0,0
309,617,合租,顶秀金颐家园 4居室,2019-03-22,BJ2218012821445419008,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/94b778d1-0693-4e2c-95fb-7f3aab51cee0.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/94809119-2e7b-43a8-938d-3f69df8a9dc1.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/94b778d1-0693-4e2c-95fb-7f3aab51cee0.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f""]",2050,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""随时看房""]",4居室,16,东北,,,1年以上,1年以上,13,27,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
顶秀金颐家园小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
房屋无中介费，说的再好不如您亲眼见了好，好房不多，别再犹豫，欢迎您来…",https://bj.zu.ke.com/zufang/BJ2218012821445419008.html?h=BJ2218012821445419008&t=default&click_position=15,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,128.12,京城联行 管家,0,0
310,619,合租,顶秀金瑞家园 4居室,2019-02-11,BJ2189730062142537728,https://ke-image.ljcdn.com/rent-user-avatar/df335f89-59c2-49a0-ab64-32bb0cdf0e9f,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/94a39d90-7329-49a5-baa1-cbd361b11521.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/06959491-025b-44a1-a052-8ac604977759.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/818de235-5fde-4539-896d-c10025aef955.780x439.jpg""]",2050,"[""精装"", ""集中供暖""]",4居室,13,北,,,360,720,4,21,租用车位,商电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1、房屋配套：24小时全天保安，建筑面积3000m，具有免费车位，电梯板楼，两梯5户，小区绿化优雅，儿童广场，老年活动中心

2、小区介绍：
3、交通状况：
4、配套设施：
5、居住人群：…",https://bj.zu.ke.com/zufang/BJ2189730062142537728.html?h=BJ2189730062142537728&t=default&click_position=3,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,157.69,,0,0
311,621,合租,顶秀金瑞家园 3居室,2019-04-09,BJ2231015556289937408,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/bdefd273-45a2-4145-b61a-418cf05bf7e7.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/55ed6187-3aa7-4bff-8840-c59de756da55.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/f7848129-4ce6-44cd-b229-bd52d109265f.780x439.jpg""]",2301,"[""在线签约"", ""公寓"", ""精装"", ""独立阳台""]",3居室,18,南,,,1年以上,1年以上,7,22,暂无数据,民电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,0,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]","1.房子精装修 家具家电齐全 敞亮采光好
2.小区新小区 居住人群大多为年轻人 绿化面积大 给您舒心的生活环境 24小时保安保证您生活安全
3.周边商场 饭店 银行 KTV等生活设施齐全
4.临地铁 另有多路公交车 让您出行无忧…",https://bj.zu.ke.com/zufang/BJ2231015556289937408.html?h=BJ2231015556289937408&t=default&click_position=18,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,127.83,京城联行 管家,0,0
312,623,整租,德福缘 2室1厅,2019-05-05,BJ2249675645401432064,https://ke-image.ljcdn.com/rent-user-avatar/d4f5f9ab-e57f-4033-85aa-941bee73027a,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/06be74dc-299c-451a-a11e-77b7148cdf29.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/2f5991b5-cb0a-46b4-8964-d2b1c8466322.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/9199e105-46c8-48c4-90c5-4af3674919b6.780x439.jpg""]",6600,"[""在线签约"", ""新上"", ""随时看房""]",2室1厅1卫,95, 南,,,1年,1年,7,23,暂无数据,暂无数据,随时入住,随时可看,有,暂无数据,无,1,1,1,1,1,1,1,0,1,1,[],"[{""成交日期"":""2016-09-02"",""居室"":""2室1厅1卫"",""面积"":""80㎡"",""租赁方式"":""整租"",""出租价格"":""5833元\/月""},{""成交日期"":""2016-07-23"",""居室"":""1室1厅1卫"",""面积"":""56㎡"",""租赁方式"":""整租"",""出租价格"":""3900元\/月""},{""成交日期"":""2016-06-19"",""居室"":""1室1厅1卫"",""面积"":""57㎡"",""租赁方式"":""整租"",""出租价格"":""4200元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2249675645401432064.html?h=BJ2249675645401432064&t=default&click_position=9,北京,丰台,宋家庄,德福缘,https://bj.zu.ke.com/zufang/c1111046043412/,69.47,,0,0
313,625,合租,天怡福园 3居室,2019-04-20,BJ2238964416656195584,https://ke-image.ljcdn.com/rent-user-avatar/bec47a97-6cd0-4f32-986e-03f189ba888e,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/1f1954b4-16ff-42cd-a2db-17d8ed25acc6.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/27789d9b-acab-4c1a-aa52-756798dc8a73.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/da3a01ec-cb93-40dc-a407-a3972fae6600.780x439.jpg""]",1800,"[""在线签约"", ""精装"", ""押一付一"", ""随时看房""]",3居室,21,南,,,6个月以上,6个月以上,8,21,暂无数据,暂无数据,随时入住,随时可看,暂无数据,暂无数据,暂无数据,1,1,1,1,1,1,1,1,1,1,[],"[{""成交日期"":""2017-05-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""1990元\/月""},{""成交日期"":""2017-05-13"",""居室"":""4居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""1660元\/月""},{""成交日期"":""2016-10-28"",""居室"":""4居室"",""面积"":""18㎡"",""租赁方式"":""合租"",""出租价格"":""1760元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
天怡福园小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！",https://bj.zu.ke.com/zufang/BJ2238964416656195584.html?h=BJ2238964416656195584&t=default&click_position=12,北京,丰台,宋家庄,天怡福园,https://bj.zu.ke.com/zufang/c1111047164496/,85.71,,0,0
314,627,合租,顶秀金瑞家园 4居室,2019-05-05,BJ2249813453101604864,https://ke-image.ljcdn.com/rent-user-avatar/20f4ffc9-f0ec-4311-aa3d-5c32bff8ae91,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/923df92c-dc90-447f-9e7e-47e0b7c25dc7.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/a3b9e787-836a-4186-9393-ee2e9049f8c4.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/0f01f852-5ea3-4f0a-a5dc-34936574df6d.780x439.jpg""]",2300,"[""在线签约"", ""押一付一"", ""新上"", ""随时看房""]",4居室,15,南,,,10个月,10个月,19,22,暂无数据,民电,随时入住,随时可看,有,商水,有,0,1,1,0,1,1,1,1,1,1,[],"[{""成交日期"":""2018-08-05"",""居室"":""1居室"",""面积"":""9㎡"",""租赁方式"":""合租"",""出租价格"":""2300元\/月""},{""成交日期"":""2018-03-11"",""居室"":""2居室"",""面积"":""75㎡"",""租赁方式"":""合租"",""出租价格"":""2100元\/月""},{""成交日期"":""2018-03-04"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2390元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2249813453101604864.html?h=BJ2249813453101604864&t=default&click_position=9,北京,丰台,宋家庄,顶秀金瑞家园,https://bj.zu.ke.com/zufang/c1111050086485/,153.33,,0,0
315,629,合租,顶秀金颐家园 4居室,2019-04-30,BJ2246083767892443136,https://ke-image.ljcdn.com/rent-user-avatar/cf3657f1-fec4-42d3-b0f7-8f1c4f8f3da7,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/5943717f-8fb1-4807-b97a-fa65bfca5909.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d0a5ac01-cd8b-4d8e-b029-f5735ac560aa.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f"", ""https://ke-image.ljcdn.com/rent-user-avatar/305f07d6-fa34-4aa1-a398-91f9bb6c55f4.780x439.jpg""]",2100,"[""在线签约"", ""近地铁"", ""精装"", ""新上"", ""随时看房""]",4居室,12,北,,,1年,1年,2,18,暂无数据,民电,随时入住,随时可看,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 705]]","[{""成交日期"":""2017-09-17"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1800元\/月""},{""成交日期"":""2017-08-07"",""居室"":""1居室"",""面积"":""10㎡"",""租赁方式"":""合租"",""出租价格"":""1900元\/月""},{""成交日期"":""2017-06-25"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2530元\/月""}]","房源描述
1. 房子非常干净，带家具电器，舒适温馨，小区安静，距离地铁500米，附近就有菜市场，水果超市，健身房，小吃一条街，大小型餐厅都有，小区环境非常好，周末放假休息时在小区内健身，乘凉，休息，遛弯等都非常方便，住着也舒适.

2.房子…",https://bj.zu.ke.com/zufang/BJ2246083767892443136.html?h=BJ2246083767892443136&t=default&click_position=8,北京,丰台,宋家庄,顶秀金颐家园,https://bj.zu.ke.com/zufang/c1111049979815/,175.0,,0,0
316,631,合租,顶秀金石家园 4居室,2019-04-17,BJ2236792998866460672,https://ke-image.ljcdn.com/rent-user-avatar/49016af4-4b97-463b-9daa-95843e0befce,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/00935398-58c0-4b89-917f-aafae581d426.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/21b72086-a7fd-49ea-8dfe-1e7002742768.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/00935398-58c0-4b89-917f-aafae581d426.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=2019050614182199f""]",2050,"[""在线签约"", ""公寓"", ""近地铁"", ""精装""]",4居室,22,南,,,1年以上,1年以上,7,26,暂无数据,民电,随时入住,需提前预约,暂无数据,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""5号线,10号线,亦庄线"", ""宋家庄"", 1033]]","[{""成交日期"":""2018-03-13"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2490元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""11㎡"",""租赁方式"":""合租"",""出租价格"":""2290元\/月""},{""成交日期"":""2017-06-29"",""居室"":""3居室"",""面积"":""12㎡"",""租赁方式"":""合租"",""出租价格"":""2660元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
顶秀金石家园小区环境优美，绿化好。治安安全有保障。小区周边配套成熟。
3、总结：
周边租客都是都市青年，邻…",https://bj.zu.ke.com/zufang/BJ2236792998866460672.html?h=BJ2236792998866460672&t=default&click_position=16,北京,丰台,宋家庄,顶秀金石家园,https://bj.zu.ke.com/zufang/c1111046588029/,93.18,京城联行 管家,0,0
