,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
82,163,未知,SOHO北京公馆 3室1厅 60000元,2019-01-03,BJ2161457677710917632,https://ke-image.ljcdn.com/ehr-personnel/20180822120039152IGWWUUIC.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/9999bec2-1788-4f15-a61c-89055dcffb51.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/d7564f04-81df-491b-8ff4-13e725a9424d.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/330921cb-7713-4520-adef-584d5531b4b7.jpg.780x439.jpg""]",60000,"[""近地铁""]",3室1厅3卫,296,东 西 北,,,暂无数据,暂无数据,高楼层,29,暂无数据,民电,随时入住,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 524]]","[{""成交日期"":""2019-02-27"",""居室"":""2室2厅3卫"",""面积"":""247㎡"",""租赁方式"":""整租"",""出租价格"":""41000元\/月""},{""成交日期"":""2018-09-27"",""居室"":""3室1厅3卫"",""面积"":""309㎡"",""租赁方式"":""整租"",""出租价格"":""45000元\/月""},{""成交日期"":""2018-08-29"",""居室"":""2室1厅2卫"",""面积"":""156㎡"",""租赁方式"":""整租"",""出租价格"":""38000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2161457677710917632.html,北京,朝阳,三元桥,SOHO北京公馆,https://bj.zu.ke.com/zufang/c1111027379503/,202.7,链家,0,0
83,165,未知,UHN国际村南向一居室，适合居家。,2019-01-22,BJ2175409598910447616,https://ke-image.ljcdn.com/ehr-personnel/201904111029161851UPZAFIW.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/test-89e5676e-1f45-443b-a84c-f543cd6f945d.png.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/42851929-9a03-4385-80d7-0a43cf995b6f.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/b373fe6d-1c6a-411c-81de-bc4ac1f57f4f.jpg.780x439.jpg""]",8000,"[""集中供暖"", ""随时看房""]",1室0厅1卫,38,西北,,,暂无数据,暂无数据,低楼层,21,暂无数据,民电,随时入住,暂无数据,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""太阳宫"", 434]]","[{""成交日期"":""2019-04-14"",""居室"":""2室1厅1卫"",""面积"":""89㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-14"",""居室"":""1室0厅1卫"",""面积"":""55㎡"",""租赁方式"":""整租"",""出租价格"":""7000元\/月""},{""成交日期"":""2019-04-13"",""居室"":""3室2厅2卫"",""面积"":""139㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]","【交通出行】 小区地处东北三环边，小区北门出去沿着太阳宫南街是十号线太阳宫地铁，南门有多条公交线路，三元桥有机场快轨，交通十分快捷。
【周边配套】 小区周边配套齐全，购物有凯德MALL，爱琴海，凤凰汇，比如世界等，银行有交通银行，工商银行，中信银行等，公园有太阳宫公园…",https://bj.zu.ke.com/zufang/BJ2175409598910447616.html,北京,朝阳,三元桥,UHN国际村,https://bj.zu.ke.com/zufang/c1111027380148/,210.53,链家,0,0
84,167,整租,凤凰城三期南北通透三居室 看房随时 随时入住,2019-02-20,BJ2191238295055237120,https://ke-image.ljcdn.com/ehr-personnel/20180829105649744FVT6DU9Q.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/426074be-41eb-4b72-bc4f-d3f081b71e48.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/4a7f95d3-2a9f-48ad-b5d5-72e827f98de5.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/089cc8db-1f6b-4332-810f-f7eacadb1ebd.jpg.780x439.jpg""]",24000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间""]",3室2厅2卫,165,南 北,,,360,720,高楼层,31,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,1,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 472]]","[{""成交日期"":""2019-04-03"",""居室"":""2室2厅2卫"",""面积"":""115㎡"",""租赁方式"":""整租"",""出租价格"":""17000元\/月""},{""成交日期"":""2019-03-17"",""居室"":""1室2厅1卫"",""面积"":""79㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-03-14"",""居室"":""2室1厅2卫"",""面积"":""130㎡"",""租赁方式"":""整租"",""出租价格"":""19000元\/月""}]","【户型介绍】 南北通透户型，客厅宽敞有足够的活动空间，一家人居住很合适，主卧带独立卫生间，外面还有一个客卫，使用方便。客厅主卧朝南，两个次卧朝北，形成南北通风之势，楼层高，视野开阔。无遮挡采光条件很好
【交通出行】 小区门口就是地铁三元桥站和机场快轨，还有公交车站。南…",https://bj.zu.ke.com/zufang/BJ2191238295055237120.html,北京,朝阳,三元桥,凤凰城三期,https://bj.zu.ke.com/zufang/c1111027382344/,145.45,链家,0,0
85,169,整租,儒林苑 2室1厅 10000元,2019-02-17,BJ2194101612111200256,https://ke-image.ljcdn.com/ehr-personnel/20180822111812711YPNCEHJZ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/prod-432eb0db-03a9-4a38-b551-7059b1190f1c.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/prod-b1de36a2-a4e1-48ff-951a-61968310872b.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/prod-270112e0-d0d0-43a6-b24d-dc5e82f16e25.jpg.780x439.jpg""]",10000,"[""近地铁"", ""集中供暖"", ""双卫生间""]",2室1厅2卫,131,南 北,,,1年以内,1年以内,中楼层,7,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 1084]]","[{""成交日期"":""2017-07-12"",""居室"":""2室1厅2卫"",""面积"":""133㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2017-06-15"",""居室"":""3室1厅2卫"",""面积"":""188㎡"",""租赁方式"":""整租"",""出租价格"":""18000元\/月""},{""成交日期"":""2016-12-20"",""居室"":""2室1厅2卫"",""面积"":""131㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2194101612111200256.html,北京,朝阳,三元桥,儒林苑,https://bj.zu.ke.com/zufang/c1111027379039/,76.34,链家,0,0
86,171,整租,精装修高层一居，拎包入住，温馨舒适,2019-03-17,BJ2204903116531843072,https://ke-image.ljcdn.com/ehr-personnel/20180824095823847GCO1TN3I.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/620c42e9-1f62-4797-8a88-64b056ff2d24.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/77b680ef-f3f1-43e4-a662-6fe48d956519.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/6ee13c3d-783d-4f74-87b5-a444f53f61c1.jpg.780x439.jpg""]",13000,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,68,西北,,,3年以上,3年以上,高楼层,32,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""机场线,10号线"", ""三元桥"", 344]]","[{""成交日期"":""2019-04-11"",""居室"":""2室1厅1卫"",""面积"":""109㎡"",""租赁方式"":""整租"",""出租价格"":""15500元\/月""},{""成交日期"":""2019-03-24"",""居室"":""3室2厅2卫"",""面积"":""155㎡"",""租赁方式"":""整租"",""出租价格"":""21500元\/月""},{""成交日期"":""2019-02-27"",""居室"":""2室1厅1卫"",""面积"":""107㎡"",""租赁方式"":""整租"",""出租价格"":""16500元\/月""}]","【交通出行】 小区出门两百米左右就是三元桥地铁站和机场快轨的换乘站。位于京密路和东北三环的交界处四通八达，既是繁华的购物区又是优雅的居住区。北临望京南达国贸，向东比邻使馆区，是居家的从优之选。
【周边配套】 小区周边配有凤凰汇大型购物商场，及购物商街。美食，购物，休闲…",https://bj.zu.ke.com/zufang/BJ2204903116531843072.html,北京,朝阳,三元桥,凤凰城二期,https://bj.zu.ke.com/zufang/c1111027374224/,191.18,链家,0,0
87,173,未知,三元桥 高层观景大三居 可以简单办公 房子保养好,2019-03-15,BJ2212896983784628224,https://ke-image.ljcdn.com/ehr-personnel/20180824134255672OENL9OLI.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/1ca2ccb7-f00d-468b-983b-d9bd9cacf882.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918""]",25000,"[""近地铁"", ""集中供暖"", ""随时看房""]",3室2厅2卫,246,东北,,,暂无数据,暂无数据,高楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 832], [""10号线"", ""太阳宫"", 842]]","[{""成交日期"":""2019-04-11"",""居室"":""1室1厅1卫"",""面积"":""44㎡"",""租赁方式"":""整租"",""出租价格"":""7300元\/月""},{""成交日期"":""2019-03-27"",""居室"":""3室1厅1卫"",""面积"":""115㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-03-23"",""居室"":""4室2厅2卫"",""面积"":""174㎡"",""租赁方式"":""整租"",""出租价格"":""21000元\/月""}]","【房源亮点】 金星园是一个中高档社区，人文素质比较高，社区内干净整洁，人车分流
【户型介绍】 房子精装修，布局合理，有办公区和办公室，双卫生间的设计，还有厨房
【交通出行】 小区距离三元桥地铁站800米（来自百度地图），小区门外有939路曙光里公交站，距离…",https://bj.zu.ke.com/zufang/BJ2212896983784628224.html,北京,朝阳,三元桥,金星园,https://bj.zu.ke.com/zufang/c1111027377484/,101.63,链家,0,0
88,175,整租,裘马都 1室1厅 15000元,2019-03-29,BJ2223007529871613952,https://ke-image.ljcdn.com/ehr-personnel/20180822195329675P55DCXL0.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/1663bf4f-f2b9-4003-b4a0-5a02146cd413.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/ded913e8-f2ca-4d38-9fbc-b50c2781e497.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/ef746046-0392-4821-b3f7-61a17dec3846.jpg.780x439.jpg""]",15000,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,75,东南,,,3年以上,3年以上,中楼层,21,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""机场线,10号线"", ""三元桥"", 712]]","[{""成交日期"":""2019-04-01"",""居室"":""1室1厅1卫"",""面积"":""75㎡"",""租赁方式"":""整租"",""出租价格"":""14000元\/月""},{""成交日期"":""2019-03-27"",""居室"":""4室3厅4卫"",""面积"":""295㎡"",""租赁方式"":""整租"",""出租价格"":""35000元\/月""},{""成交日期"":""2019-03-27"",""居室"":""1室1厅1卫"",""面积"":""77㎡"",""租赁方式"":""整租"",""出租价格"":""12800元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2223007529871613952.html,北京,朝阳,三元桥,裘马都,https://bj.zu.ke.com/zufang/c1111027378867/,200.0,链家,0,0
89,177,未知,格纳斯 1房间1卫 6500元,2019-03-18,BJ2178963653184208896,https://ke-image.ljcdn.com/ehr-personnel/20180822111812711YPNCEHJZ.jpg,,,,"[""https://ke-image.ljcdn.com/rent-front-image/1efeae8459c48eeb3fef0bc54884fd1d.png.780x439.jpg""]",6500,"[""近地铁"", ""集中供暖""]",1房间1卫,51,北,,,暂无数据,暂无数据,高楼层,7,暂无数据,商电,随时入住,需提前预约,有,商水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 1138]]",,,https://bj.zu.ke.com/zufang/BJ2178963653184208896.html,北京,朝阳,三元桥,格纳斯,https://bj.zu.ke.com/zufang/c1111027374676/,127.45,链家,0,0
90,179,未知,时间国际 2室2厅 17000元,2019-04-17,BJ2178699870402527232,https://ke-image.ljcdn.com/ehr-personnel/20180824190228932I9G8IKHP.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/6b211360-c2b2-431a-937e-73aeb8d1c2f5.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/852d3413-dcd8-4180-af1b-a2ab506b4e6f.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/265b255d-9252-44d4-8861-7cb4fe6e7e73.jpg.780x439.jpg""]",17000,"[""近地铁"", ""集中供暖"", ""新上""]",2室2厅2卫,134,南,,,暂无数据,暂无数据,高楼层,18,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 606]]","[{""成交日期"":""2019-04-05"",""居室"":""1室1厅1卫"",""面积"":""73㎡"",""租赁方式"":""整租"",""出租价格"":""10750元\/月""},{""成交日期"":""2019-02-13"",""居室"":""2室2厅1卫"",""面积"":""101㎡"",""租赁方式"":""整租"",""出租价格"":""12800元\/月""},{""成交日期"":""2019-01-03"",""居室"":""1室1厅1卫"",""面积"":""74㎡"",""租赁方式"":""整租"",""出租价格"":""11000元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2178699870402527232.html,北京,朝阳,三元桥,时间国际,https://bj.zu.ke.com/zufang/c1111027379340/,126.87,链家,0,0
91,181,整租,曙光里 2室1厅 7000元,2019-04-02,BJ2222336333564100608,https://ke-image.ljcdn.com/ehr-personnel/20180822145252369CE9NV5D4.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/b9d230fc-4476-4d00-88a1-1a10fd843ffd.JPG.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/a483de13-8811-4839-a35b-317e6402bf40.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/36847bad-a49d-4a0f-a08b-c71db66dc6df.JPG.780x439.jpg""]",7000,"[""集中供暖"", ""押一付一"", ""随时看房""]",2室1厅1卫,60,东南 西北,,,360,720,高楼层,6,暂无数据,民电,随时入住,暂无数据,无,民水,有,1,1,1,1,1,1,1,0,1,1,"[[""10号线"", ""太阳宫"", 655], [""机场线,10号线"", ""三元桥"", 792]]","[{""成交日期"":""2019-04-16"",""居室"":""2室1厅1卫"",""面积"":""62㎡"",""租赁方式"":""整租"",""出租价格"":""6100元\/月""},{""成交日期"":""2019-04-02"",""居室"":""2室1厅1卫"",""面积"":""57㎡"",""租赁方式"":""整租"",""出租价格"":""7200元\/月""},{""成交日期"":""2019-03-04"",""居室"":""1室1厅1卫"",""面积"":""41㎡"",""租赁方式"":""整租"",""出租价格"":""5800元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2222336333564100608.html,北京,朝阳,三元桥,曙光里,https://bj.zu.ke.com/zufang/c1111027379247/,116.67,链家,0,0
92,183,未知,格纳斯 2房间1卫 6800元,2019-04-08,BJ2230220041298132992,https://ke-image.ljcdn.com/ehr-personnel/20180822120039152IGWWUUIC.jpg,,,,"[""https://ke-image.ljcdn.com/hdic-frame/25133ed3-156a-48ee-8d61-8a8ac24aff56.png.780x439.jpg""]",6800,"[""近地铁"", ""集中供暖"", ""随时看房""]",2房间1卫,53,南,,,暂无数据,暂无数据,中楼层,7,暂无数据,商电,随时入住,需提前预约,有,商水,有,0,0,0,0,0,0,0,0,0,0,"[[""10号线"", ""亮马桥"", 1138]]",,,https://bj.zu.ke.com/zufang/BJ2230220041298132992.html,北京,朝阳,三元桥,格纳斯,https://bj.zu.ke.com/zufang/c1111027374676/,128.3,链家,0,0
93,185,未知,第三置业 3室0厅 34000元,2019-04-15,BJ2235198117261877248,https://ke-image.ljcdn.com/ehr-personnel/20180822141922249NRJLI7VK.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/0b171992-5a3b-4efe-bc33-eb2ea70d9df1.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/1318d5ad-5126-4411-8880-f67b294f68f7.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/22d6f9da-819a-4a8c-aba2-5a32cfde1302.jpg.780x439.jpg""]",34000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",3室0厅0卫,170,西南,,,暂无数据,暂无数据,低楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 638]]","[{""成交日期"":""2019-03-19"",""居室"":""1室0厅0卫"",""面积"":""93㎡"",""租赁方式"":""整租"",""出租价格"":""18000元\/月""},{""成交日期"":""2018-11-28"",""居室"":""1室0厅0卫"",""面积"":""91㎡"",""租赁方式"":""整租"",""出租价格"":""19950元\/月""},{""成交日期"":""2017-12-07"",""居室"":""1室1厅1卫"",""面积"":""185㎡"",""租赁方式"":""整租"",""出租价格"":""39396元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2235198117261877248.html,北京,朝阳,三元桥,第三置业,https://bj.zu.ke.com/zufang/c1111027373923/,200.0,链家,0,0
94,187,未知,第三置业 4室0厅 56000元,2019-04-15,BJ2235198247906058240,https://ke-image.ljcdn.com/ehr-personnel/20180824190228932I9G8IKHP.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/4ad4b9e3-a5b5-4260-8ccc-9f6d086c0e82.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/966cae57-3b31-4410-ab32-8c054d918c9e.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/b0f17eee-5a20-4123-a043-3ef22d232377.jpg.780x439.jpg""]",56000,"[""近地铁"", ""集中供暖"", ""新上"", ""随时看房""]",4室0厅0卫,286,东南,,,暂无数据,暂无数据,低楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,0,0,0,0,0,0,0,0,0,0,"[[""机场线,10号线"", ""三元桥"", 638]]","[{""成交日期"":""2019-03-19"",""居室"":""1室0厅0卫"",""面积"":""93㎡"",""租赁方式"":""整租"",""出租价格"":""18000元\/月""},{""成交日期"":""2018-11-28"",""居室"":""1室0厅0卫"",""面积"":""91㎡"",""租赁方式"":""整租"",""出租价格"":""19950元\/月""},{""成交日期"":""2017-12-07"",""居室"":""1室1厅1卫"",""面积"":""185㎡"",""租赁方式"":""整租"",""出租价格"":""39396元\/月""}]",,https://bj.zu.ke.com/zufang/BJ2235198247906058240.html,北京,朝阳,三元桥,第三置业,https://bj.zu.ke.com/zufang/c1111027373923/,195.8,链家,0,0
95,189,整租,三元桥金星园 高楼层西南向 精装4室 看房方便,2019-04-16,BJ2235976908271788032,https://ke-image.ljcdn.com/ehr-personnel/20180822195329675P55DCXL0.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/8963396d-48ca-4597-b8a2-1781dc6b5f00.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/f778e7c8-238b-4822-bcae-ded3ac9ef915.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190417134717918"", ""https://ke-image.ljcdn.com/110000-inspection/3abd8dc3-fcd9-472d-baf7-89fad720eb7d.jpg.780x439.jpg""]",25000,"[""近地铁"", ""精装"", ""集中供暖"", ""双卫生间"", ""新上""]",4室2厅2卫,246,西南,,,720,1080,低楼层,28,租用车位,民电,2019-04-20,需提前预约,有,民水,有,1,1,1,1,0,1,1,1,1,1,"[[""机场线,10号线"", ""三元桥"", 832], [""10号线"", ""太阳宫"", 842]]","[{""成交日期"":""2019-04-11"",""居室"":""1室1厅1卫"",""面积"":""44㎡"",""租赁方式"":""整租"",""出租价格"":""7300元\/月""},{""成交日期"":""2019-03-27"",""居室"":""3室1厅1卫"",""面积"":""115㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-03-23"",""居室"":""4室2厅2卫"",""面积"":""174㎡"",""租赁方式"":""整租"",""出租价格"":""21000元\/月""}]","【装修描述】 金星园比较少见的居家户型，重新设计了两个衣帽间和一个保姆间；房子西南朝向采光好，居住舒适
【交通出行】 小区距离10号线和机场快轨交汇点三元桥地铁站800米左右，坐轻轨可快速到达机场，出行便捷。
【小区介绍】 小区是2004年的新建高端商品房…",https://bj.zu.ke.com/zufang/BJ2235976908271788032.html,北京,朝阳,三元桥,金星园,https://bj.zu.ke.com/zufang/c1111027377484/,101.63,链家,0,0
