,0,类型,标题,上架时间,编号,信息卡照片,信息卡号,营业执照,经纪备案,房源图片列表,价格,特色标签列表,户型,面积,朝向,经纪人姓名,经纪人联系方式,最短租期,最长租期,所在楼层,总楼层,车位,用电,入住,看房,电梯,用水,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,地址和交通,小区最新成交,房源描述,房源链接,城市,城区,商圈,小区名称,小区链接,每平米房价,经纪人品牌,上下楼便利性,地铁便利性
75,149,整租,百环家园 1室1厅,2019-02-22,BJ2197646072090992640,https://ke-image.ljcdn.com/rent-user-avatar/2a67b1d9-c977-4c28-92ba-d73912acb7bb,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/161b20bb-8309-41ee-b518-590422550f79.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/60a049bc-10b2-4caf-a67c-f382039232fb.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/f5c6f964-c31a-4522-8638-6d647e9c8450.780x439.jpg""]",6500,"[""在线签约"", ""公寓"", ""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,60,东北,,,1年以上,1年以上,16,28,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 577], [""10号线"", ""劲松"", 696], [""7号线,14号线东段"", ""九龙山"", 953]]","[{""成交日期"":""2019-05-01"",""居室"":""1室1厅1卫"",""面积"":""57㎡"",""租赁方式"":""整租"",""出租价格"":""6200元\/月""},{""成交日期"":""2019-04-27"",""居室"":""1室1厅1卫"",""面积"":""59㎡"",""租赁方式"":""整租"",""出租价格"":""6000元\/月""},{""成交日期"":""2019-04-23"",""居室"":""1室1厅1卫"",""面积"":""57㎡"",""租赁方式"":""整租"",""出租价格"":""6000元\/月""}]",房间干净整洁，装修配置舒心，附近生活便利，交通方便,https://bj.zu.ke.com/zufang/BJ2197646072090992640.html?h=BJ2197646072090992640&t=default&click_position=15,北京,朝阳,双井,百环家园,https://bj.zu.ke.com/zufang/c1111027375847/,108.33,安家房产 管家,0,0
76,151,整租,时代国际嘉园 1室1厅,2019-03-09,BJ2208647643167997952,https://ke-image.ljcdn.com/rent-house-1/89369ca6bfac0fd2f7be657e420f34eb.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/00e92e79-d8d4-4730-a2b4-030788d1270a.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/626c6acc-19de-4358-be0e-0e38107d61cd.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/7c75671a-0f56-4cd4-b635-40dd377dad4c.780x439.jpg""]",7000,"[""公寓"", ""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,55,北,,,1年,1年,12,21,租用车位,民电,随时入住,随时可看,有,民水,有,1,1,1,1,0,1,1,0,1,1,"[[""10号线"", ""双井"", 303], [""7号线,14号线东段"", ""九龙山"", 992]]","[{""成交日期"":""2019-04-29"",""居室"":""1室0厅1卫"",""面积"":""34㎡"",""租赁方式"":""整租"",""出租价格"":""6200元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室0厅1卫"",""面积"":""41㎡"",""租赁方式"":""整租"",""出租价格"":""6000元\/月""},{""成交日期"":""2019-04-24"",""居室"":""1室0厅1卫"",""面积"":""41㎡"",""租赁方式"":""整租"",""出租价格"":""6500元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
时代国际嘉园小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
周边租客都是都市青年，邻居素质高，好相处。欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2208647643167997952.html?h=BJ2208647643167997952&t=default&click_position=9,北京,朝阳,双井,时代国际嘉园,https://bj.zu.ke.com/zufang/c1111027379153/,127.27,京泰友家 管家,0,0
77,153,整租,朝阳区 双井 地铁十号线 富力城A区 业主直租 开间,2019-04-09,BJ2230920136443822080,https://ke-image.ljcdn.com/ehr-personnel/201903271119028790LJAJVZR.png,,,,"[""https://ke-image.ljcdn.com/110000-inspection/5af0e57e-0e3e-4570-bd0b-eb092d36ac8f.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/hdic-frame/prod-6f9d844c-8bb7-4a6d-816f-22076091106f.png.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/cf47a14e-c6ed-4961-ad9c-59f0c119385d.jpg.780x439.jpg""]",9600,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,64,北,,,360,720,低楼层,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 22], [""7号线"", ""广渠门外"", 793], [""10号线"", ""劲松"", 1119]]","[{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""94㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-26"",""居室"":""2室1厅2卫"",""面积"":""99㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-04-26"",""居室"":""1室0厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]","【户型介绍】 房源是朝北的开间，刚进入户门看到的是厨房门，类似于一个小玄关，客厅有大阳台。
【交通出行】 小区外到地铁10号线双井站步行距离802米，到地铁7号线广渠门外站步行距离893米，东三环路上公交车有98路，专164路，300路内环，300路快内，28路，57…",https://bj.zu.ke.com/zufang/BJ2230920136443822080.html?h=BJ2230920136443822080&t=default&click_position=25,北京,朝阳,双井,富力城A区,https://bj.zu.ke.com/zufang/c1111027374272/,150.0,链家,0,1
78,155,整租,国贸双井富力城B区精装一居，温馨舒适，视野好,2019-04-17,BJ2236910087358644224,https://ke-image.ljcdn.com/ehr-personnel/20180822190537796EQB7XSQ9.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/2e0096f6-6c40-4d08-8cec-09951bf2bc64.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/36a592b4-8622-41b9-8459-45311bac87e1.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/5b6a208c-dcfe-45fc-9c4f-9976c2ed1d16.jpg.780x439.jpg""]",10000,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,60,北,,,720,1080,中楼层,14,暂无数据,民电,随时入住,暂无数据,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 496], [""7号线"", ""广渠门外"", 1032], [""1号线,10号线"", ""国贸"", 1149]]","[{""成交日期"":""2019-05-05"",""居室"":""3室2厅2卫"",""面积"":""118㎡"",""租赁方式"":""整租"",""出租价格"":""14000元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室1厅1卫"",""面积"":""62㎡"",""租赁方式"":""整租"",""出租价格"":""9500元\/月""},{""成交日期"":""2019-04-18"",""居室"":""3室2厅2卫"",""面积"":""169㎡"",""租赁方式"":""整租"",""出租价格"":""19000元\/月""}]","【户型介绍】 双井富力城B区精装修北向一居室，看花园，小区安静，户型方正，窗外视野好
【周边配套】 富力城所处位置优越繁华，配套齐全。有物美超市、富力广场等大型商超；中行、农行、工行、建行、交行、招商、光大、广发、中信、民生、兴业、北京等银行集体入驻；影院、K T V…",https://bj.zu.ke.com/zufang/BJ2236910087358644224.html?h=BJ2236910087358644224&t=default&click_position=22,北京,朝阳,双井,富力城B区,https://bj.zu.ke.com/zufang/c1111027374273/,166.67,链家,0,0
79,157,整租,首城国际A区 1室1厅,2019-04-09,BJ2231101143437033472,https://ke-image.ljcdn.com/rent-user-avatar/72455a68-00cf-4609-8ad5-cc44bc2a4f0e,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/17e3ca7e-0977-409c-96c4-27c1406803fa.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/21e5747b-5b55-4831-ad5b-853506dbf517.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/daa6123f-adbc-4b91-9a3f-8b30c03f977d.780x439.jpg""]",7200,"[""在线签约"", ""月租"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",1室1厅1卫,60,南,,,90,360,9,18,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 582], [""7号线,14号线东段"", ""九龙山"", 690]]","[{""成交日期"":""2019-05-05"",""居室"":""1室0厅1卫"",""面积"":""46㎡"",""租赁方式"":""整租"",""出租价格"":""6450元\/月""},{""成交日期"":""2019-05-03"",""居室"":""1室1厅1卫"",""面积"":""70㎡"",""租赁方式"":""整租"",""出租价格"":""9200元\/月""},{""成交日期"":""2019-04-30"",""居室"":""1室1厅1卫"",""面积"":""66㎡"",""租赁方式"":""整租"",""出租价格"":""8200元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
首城国际A区小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
周边租客都是都市青年…",https://bj.zu.ke.com/zufang/BJ2231101143437033472.html?h=BJ2231101143437033472&t=default&click_position=2,北京,朝阳,双井,首城国际A区,https://bj.zu.ke.com/zufang/c1111027379107/,120.0,,0,0
80,159,整租,富力城A区 1室1厅,2019-04-05,BJ2228292607430098944,https://ke-image.ljcdn.com/rent-house-1/89369ca6bfac0fd2f7be657e420f34eb.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/550840b1-6b2a-4e79-b9f9-2f3f83147893.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/d28124e2-fbb1-4689-8ba0-624df8556176.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/8b1011e6-d9b0-4c09-931e-dd304db9d369.780x439.jpg""]",8500,"[""公寓"", ""近地铁"", ""精装""]",1室1厅1卫,60,北,,,1年,1年,5,28,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,0,1,1,0,1,1,"[[""10号线"", ""双井"", 22], [""7号线"", ""广渠门外"", 793], [""10号线"", ""劲松"", 1119]]","[{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""94㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-26"",""居室"":""2室1厅2卫"",""面积"":""99㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-04-26"",""居室"":""1室0厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
富力城A区小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
房屋照片均是实景拍摄，随时欢迎您来电！…",https://bj.zu.ke.com/zufang/BJ2228292607430098944.html?h=BJ2228292607430098944&t=default&click_position=28,北京,朝阳,双井,富力城A区,https://bj.zu.ke.com/zufang/c1111027374272/,141.67,京泰友家 管家,0,1
81,161,整租,双井地铁边61平精装正规一居室 家电齐全保养新对花园,2019-04-24,BJ2242076729583869952,https://ke-image.ljcdn.com/ehr-personnel/2018082313434572902MB2VA5.jpeg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/20926caa-a7ec-457b-8f90-43aad5b3e0e4.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/be414288-8399-42a8-90ed-4824e059df74.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/23d9aa38-5060-4105-9073-8700c6498141.jpg.780x439.jpg""]",8800,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,62,北,,,720,1080,低楼层,16,暂无数据,民电,2019-05-20,暂无数据,有,民水,有,1,1,1,1,0,1,1,1,1,1,"[[""10号线"", ""双井"", 610], [""7号线,14号线东段"", ""九龙山"", 1008]]","[{""成交日期"":""2019-04-21"",""居室"":""1室1厅1卫"",""面积"":""63㎡"",""租赁方式"":""整租"",""出租价格"":""8700元\/月""},{""成交日期"":""2019-04-17"",""居室"":""2室1厅1卫"",""面积"":""110㎡"",""租赁方式"":""整租"",""出租价格"":""14000元\/月""},{""成交日期"":""2019-04-15"",""居室"":""2室1厅1卫"",""面积"":""92㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]","【房源亮点】 1.房子是60.65平的正规一居室，入户右手边是卫生间，干湿分离的。客厅带落地阳台，室内光线好，晾晒衣服方便。户型方正，没有浪费面积，使用方便。
【装修描述】 2.房子是业主2017年买的二手房，买完后更换了部分家具家电，床、电视、沙发，餐桌餐椅，窗帘，…",https://bj.zu.ke.com/zufang/BJ2242076729583869952.html?h=BJ2242076729583869952&t=default&click_position=9,北京,朝阳,双井,A派公寓,https://bj.zu.ke.com/zufang/c1111027375650/,141.94,链家,0,0
82,163,整租,双井国贸 精装一居室 明厨明卫 随时看房 拎包入住,2019-04-26,BJ2243598009936396288,https://ke-image.ljcdn.com/ehr-personnel/2018082219263340500Z39AVJ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/a6091e46-126c-461e-a12a-8e8227d8002e.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/cb218fc5-0f5f-4e3f-ba0a-cb2290fc0e5c.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/93e7c4a7-2621-4e7a-b3c4-2933978f045e.jpg.780x439.jpg""]",11500,"[""近地铁"", ""精装"", ""集中供暖""]",1室1厅1卫,65,西北,,,720,1080,中楼层,28,暂无数据,民电,随时入住,一般下班后可看,有,民水,有,0,1,1,1,1,1,1,1,0,1,"[[""10号线"", ""双井"", 22], [""7号线"", ""广渠门外"", 793], [""10号线"", ""劲松"", 1119]]","[{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""94㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""},{""成交日期"":""2019-04-26"",""居室"":""2室1厅2卫"",""面积"":""99㎡"",""租赁方式"":""整租"",""出租价格"":""12500元\/月""},{""成交日期"":""2019-04-26"",""居室"":""1室0厅1卫"",""面积"":""60㎡"",""租赁方式"":""整租"",""出租价格"":""9000元\/月""}]","【房源亮点】 房子是富力城西向的一居室，客厅带阳台，采光足，无遮挡，房子第一次出租，保养好。
【周边配套】 位置繁华，富力城A区是富力城A,B,C,D,E这五个小区中便利的一个小区，楼下就是富力广场，物美超市；还有各大银行，光大银行，建设银行，招商银行，兴业银行等，街…",https://bj.zu.ke.com/zufang/BJ2243598009936396288.html?h=BJ2243598009936396288&t=default&click_position=9,北京,朝阳,双井,富力城A区,https://bj.zu.ke.com/zufang/c1111027374272/,176.92,链家,0,1
83,165,整租,首城国际A区 1室1厅,2019-04-09,BJ2231101099153301504,https://ke-image.ljcdn.com/rent-user-avatar/72455a68-00cf-4609-8ad5-cc44bc2a4f0e,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/2c3c18c7-ea4a-4062-beb2-fad2a1d7c7c4.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/2ccdda0b-3806-48c5-9743-675455df33b0.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/cc52d1ae-4319-49f7-a2c7-0025e71e536b.780x439.jpg""]",8800,"[""在线签约"", ""月租"", ""近地铁"", ""精装"", ""押一付一"", ""随时看房""]",1室1厅1卫,60,南,,,90,360,5,18,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""10号线"", ""双井"", 582], [""7号线,14号线东段"", ""九龙山"", 690]]","[{""成交日期"":""2019-05-05"",""居室"":""1室0厅1卫"",""面积"":""46㎡"",""租赁方式"":""整租"",""出租价格"":""6450元\/月""},{""成交日期"":""2019-05-03"",""居室"":""1室1厅1卫"",""面积"":""70㎡"",""租赁方式"":""整租"",""出租价格"":""9200元\/月""},{""成交日期"":""2019-04-30"",""居室"":""1室1厅1卫"",""面积"":""66㎡"",""租赁方式"":""整租"",""出租价格"":""8200元\/月""}]","1、房屋介绍：
房屋装修水准高，楼层好，位置优越，配置齐全。
2、小区介绍：
首城国际A区小区附近配套齐全，交通便利，出行娱乐都非常方便。
3、总结：
房屋无中介费，说的再好不如您亲眼见了好，好房不多，别再犹豫，欢迎您来…",https://bj.zu.ke.com/zufang/BJ2231101099153301504.html?h=BJ2231101099153301504&t=default&click_position=12,北京,朝阳,双井,首城国际A区,https://bj.zu.ke.com/zufang/c1111027379107/,146.67,,0,0
84,167,整租,双井 西南向 一居室 78.3平 业主自住,2019-04-21,BJ2239752819936591872,https://ke-image.ljcdn.com/ehr-personnel/20180822210524355DP2LFTXZ.jpg,,,,"[""https://ke-image.ljcdn.com/110000-inspection/c0691312-07a3-4a56-b695-1b0badbf2610.jpg.780x439.jpg"", ""https://ke-image.ljcdn.com/110000-inspection/fd20585d-84fd-4fd6-9b26-7eb3411fd9aa.jpg.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/110000-inspection/60421dbb-0484-4ca9-b4f5-b8a13ef78d47.jpg.780x439.jpg""]",7800,"[""近地铁"", ""精装"", ""集中供暖"", ""随时看房""]",1室1厅1卫,78,西南,,,720,1080,中楼层,22,暂无数据,民电,随时入住,需提前预约,有,民水,有,1,1,1,1,1,1,1,1,1,1,"[[""7号线"", ""广渠门外"", 744]]","[{""成交日期"":""2019-04-11"",""居室"":""1室1厅1卫"",""面积"":""78㎡"",""租赁方式"":""整租"",""出租价格"":""7500元\/月""},{""成交日期"":""2019-03-30"",""居室"":""2室1厅1卫"",""面积"":""88㎡"",""租赁方式"":""整租"",""出租价格"":""9200元\/月""},{""成交日期"":""2019-03-23"",""居室"":""1室1厅1卫"",""面积"":""78㎡"",""租赁方式"":""整租"",""出租价格"":""6800元\/月""}]","【房源亮点】 房子位于双井商圈，国贸南侧，可步行至国贸。业主原来一直自住，因工作原因，出租本房，希望客户稳定长租，爱惜房子。
【户型介绍】 本户型是小区经典的西南向一居室，面积78.3平，视野开阔，采光好。
【周边配套】 此房所在小区周边有美又美超市，还有…",https://bj.zu.ke.com/zufang/BJ2239752819936591872.html?h=BJ2239752819936591872&t=default&click_position=8,北京,朝阳,双井,双花园南里二区,https://bj.zu.ke.com/zufang/c1111027379303/,100.0,链家,0,0
85,169,整租,双花园西里 1室1厅,2019-04-10,BJ2231846455075667968,https://ke-image.ljcdn.com/rent-house-1/150916ae5027821108cb58ee8c883e4a.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/c3235fcc-2f59-4381-9e7f-4d7a7433b86f.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/55d68617-4007-4803-a3a9-f9ed15a731ac.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/ac1661fa-5d33-45d1-9f23-fecb16e2955e.780x439.jpg""]",5300,"[""公寓"", ""近地铁"", ""精装"", ""随时看房""]",1室1厅1卫,49,南,,,1年,1年,5,6,暂无数据,民电,随时入住,随时可看,无,民水,有,0,1,1,1,1,1,1,1,1,1,"[[""7号线"", ""广渠门外"", 651]]","[{""成交日期"":""2019-04-28"",""居室"":""3室1厅1卫"",""面积"":""112㎡"",""租赁方式"":""整租"",""出租价格"":""8000元\/月""},{""成交日期"":""2019-04-17"",""居室"":""1室0厅1卫"",""面积"":""48㎡"",""租赁方式"":""整租"",""出租价格"":""5600元\/月""},{""成交日期"":""2019-03-29"",""居室"":""3室1厅1卫"",""面积"":""105㎡"",""租赁方式"":""整租"",""出租价格"":""10200元\/月""}]","房屋配置：各种家电，冰箱，空调
小区介绍：双花园西里小区，紧邻国贸，永安里，建外SOHO等
交通状况：地铁7号线广渠门外站，地铁1号线永安里站，地铁10号线双井站
配套设施：中信银行，华夏银行，建设银行，京客隆超市，美又美超市，双花园西里社区医…",https://bj.zu.ke.com/zufang/BJ2231846455075667968.html?h=BJ2231846455075667968&t=default&click_position=2,北京,朝阳,双井,双花园西里,https://bj.zu.ke.com/zufang/c1111027379306/,108.16,一米阳光 管家,0,0
86,171,整租,苹果社区南区 1室1厅,2019-05-04,BJ2249069926667264000,https://ke-image.ljcdn.com/rent-house-1/89369ca6bfac0fd2f7be657e420f34eb.jpg,,,,"[""https://ke-image.ljcdn.com/rent-user-avatar/483fcc96-f30c-4770-b7a2-8cd06c1c0251.780x439.jpg"", ""https://ke-image.ljcdn.com/rent-user-avatar/4fbfbe57-a746-4800-8d81-a33f738218c2.780x439.jpg"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/780-439.png?_v=20190506093034d17"", ""https://ke-image.ljcdn.com/rent-user-avatar/5cb20f43-ecc1-4c32-8216-22b0fad9d6f7.780x439.jpg""]",7000,"[""公寓"", ""近地铁"", ""精装"", ""新上"", ""随时看房""]",1室1厅1卫,60,北,,,1年,1年,12,22,暂无数据,民电,随时入住,随时可看,有,民水,有,1,1,1,1,0,1,1,0,1,1,"[[""10号线"", ""双井"", 817], [""7号线,14号线东段"", ""九龙山"", 980]]","[{""成交日期"":""2019-05-04"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-29"",""居室"":""1室1厅1卫"",""面积"":""72㎡"",""租赁方式"":""整租"",""出租价格"":""8800元\/月""},{""成交日期"":""2019-04-28"",""居室"":""2室1厅2卫"",""面积"":""108㎡"",""租赁方式"":""整租"",""出租价格"":""12000元\/月""}]","1、房屋介绍：
室内装修安全，房屋干净整洁，空间大，格局合理，洗澡做饭都可以，非常适合居家居住。
2、小区介绍：
苹果社区南区小区紧邻繁华地段，小区周边配套成熟，交通选择多，生活设施全。
3、总结：
房屋照片均是实景拍摄…",https://bj.zu.ke.com/zufang/BJ2249069926667264000.html?h=BJ2249069926667264000&t=default&click_position=11,北京,朝阳,双井,苹果社区南区,https://bj.zu.ke.com/zufang/c1111027378713/,116.67,京泰友家 管家,0,0
